plato_id,ingrediente_id,cantidad_receta
1505,474,0.288
1505,89,0.103
1506,398,0.148
1506,352,0.475
1506,495,0.572
1506,118,0.326
1506,168,0.171
1506,284,0.121
1506,228,0.441
1507,351,0.252
1507,273,0.577
1507,154,0.576
1507,170,0.148
1507,10,0.47
1507,159,0.33
1507,395,0.213
1508,438,0.467
1508,493,0.538
1508,237,0.499
1508,231,0.334
1509,488,0.514
1509,445,0.219
1509,64,0.231
1509,477,0.235
1509,57,0.173
1509,297,0.192
1510,450,0.207
1510,492,0.249
1510,445,0.425
1510,290,0.107
1510,274,0.506
1510,405,0.176
1511,53,0.331
1511,238,0.311
1511,485,0.508
1511,210,0.422
1511,8,0.417
1511,236,0.367
1511,363,0.244
1512,251,0.592
1512,226,0.211
1512,329,0.573
1512,101,0.551
1512,337,0.18
1512,298,0.295
1513,358,0.325
1513,42,0.179
1513,118,0.264
1513,385,0.168
1513,14,0.255
1513,58,0.227
1514,201,0.32
1514,80,0.384
1514,181,0.333
1515,393,0.373
1515,390,0.402
1515,385,0.442
1515,388,0.346
1515,273,0.285
1516,190,0.255
1516,133,0.124
1516,89,0.582
1516,481,0.591
1516,163,0.491
1516,350,0.443
1517,88,0.147
1517,100,0.178
1517,118,0.279
1517,237,0.569
1517,191,0.362
1517,142,0.531
1518,55,0.416
1518,421,0.289
1518,29,0.554
1518,13,0.261
1518,286,0.425
1519,457,0.494
1519,469,0.235
1519,258,0.1
1519,470,0.175
1519,161,0.39
1519,231,0.538
1520,56,0.29
1520,104,0.413
1520,326,0.571
1520,230,0.358
1520,348,0.115
1520,427,0.299
1520,362,0.447
1521,129,0.5
1521,378,0.367
1521,399,0.102
1522,448,0.12
1522,52,0.159
1523,23,0.404
1523,243,0.107
1524,0,0.3
1524,274,0.47
1524,224,0.198
1524,164,0.197
1524,253,0.403
1525,130,0.554
1525,442,0.159
1525,348,0.572
1526,408,0.582
1526,359,0.356
1526,227,0.565
1526,491,0.469
1527,416,0.253
1527,241,0.349
1528,350,0.43
1528,152,0.269
1529,463,0.159
1529,187,0.373
1529,496,0.522
1529,66,0.518
1530,274,0.464
1530,465,0.546
1530,8,0.481
1531,341,0.466
1531,207,0.526
1531,440,0.266
1531,291,0.599
1531,384,0.272
1531,329,0.422
1532,110,0.334
1532,270,0.34
1532,103,0.386
1532,300,0.476
1532,459,0.489
1532,155,0.357
1532,178,0.56
1533,191,0.539
1533,61,0.421
1533,483,0.523
1533,210,0.299
1533,308,0.177
1534,62,0.454
1534,144,0.466
1534,347,0.288
1535,156,0.203
1535,485,0.585
1536,316,0.394
1536,265,0.243
1536,270,0.189
1536,379,0.286
1536,456,0.354
1536,481,0.297
1536,484,0.109
1537,16,0.151
1537,372,0.146
1537,223,0.464
1538,452,0.166
1538,499,0.592
1538,322,0.446
1538,127,0.536
1538,159,0.295
1538,373,0.584
1538,229,0.483
1539,470,0.544
1539,450,0.228
1539,362,0.331
1539,204,0.525
1539,183,0.437
1539,389,0.449
1540,473,0.563
1540,171,0.399
1540,367,0.177
1541,97,0.14
1541,369,0.444
1541,55,0.356
1541,135,0.579
1541,116,0.332
1541,321,0.548
1541,456,0.122
1542,4,0.384
1542,316,0.408
1542,261,0.117
1542,44,0.554
1542,198,0.15
1542,163,0.112
1543,427,0.489
1543,435,0.304
1543,126,0.411
1543,41,0.297
1543,311,0.188
1543,110,0.589
1543,141,0.365
1544,229,0.561
1544,109,0.279
1544,241,0.318
1544,362,0.58
1545,243,0.308
1545,270,0.551
1546,428,0.146
1546,89,0.263
1546,39,0.572
1546,267,0.559
1546,145,0.448
1547,144,0.155
1547,457,0.255
1547,314,0.346
1547,255,0.304
1547,330,0.237
1547,445,0.26
1547,107,0.558
1548,300,0.18
1548,477,0.156
1548,1,0.325
1548,482,0.252
1548,28,0.399
1549,113,0.39
1549,182,0.304
1549,491,0.305
1549,116,0.105
1549,141,0.266
1549,210,0.479
1550,153,0.206
1550,290,0.155
1550,299,0.118
1551,36,0.496
1551,228,0.408
1551,208,0.472
1551,155,0.177
1552,298,0.48
1552,266,0.163
1552,99,0.161
1552,345,0.205
1552,149,0.598
1553,443,0.574
1553,182,0.289
1554,186,0.494
1554,498,0.234
1554,328,0.56
1555,364,0.458
1555,307,0.211
1555,31,0.386
1555,138,0.506
1555,324,0.504
1555,173,0.185
1555,219,0.122
1556,496,0.317
1556,215,0.569
1557,39,0.436
1557,200,0.283
1558,24,0.495
1558,56,0.157
1558,281,0.132
1558,436,0.548
1558,50,0.177
1559,127,0.284
1559,33,0.509
1559,369,0.353
1559,179,0.41
1559,209,0.475
1559,442,0.385
1560,12,0.452
1560,140,0.364
1560,163,0.336
1560,293,0.183
1560,273,0.228
1561,189,0.506
1561,399,0.431
1561,19,0.52
1561,408,0.484
1561,80,0.374
1561,3,0.101
1561,178,0.201
1562,475,0.352
1562,29,0.458
1562,285,0.32
1562,240,0.282
1562,123,0.269
1562,178,0.324
1562,422,0.366
1563,5,0.583
1563,381,0.263
1564,52,0.346
1564,12,0.442
1564,56,0.565
1564,279,0.525
1564,470,0.436
1565,303,0.158
1565,375,0.33
1565,343,0.273
1565,266,0.375
1566,286,0.151
1566,41,0.529
1566,154,0.561
1567,477,0.379
1567,369,0.22
1567,252,0.186
1567,36,0.426
1567,483,0.444
1567,377,0.438
1568,29,0.146
1568,239,0.26
1568,494,0.486
1568,190,0.349
1568,154,0.421
1568,426,0.248
1568,433,0.115
1569,107,0.17
1569,491,0.497
1569,452,0.179
1570,27,0.31
1570,319,0.532
1570,264,0.528
1571,165,0.557
1571,6,0.594
1571,177,0.561
1572,139,0.599
1572,201,0.238
1573,306,0.303
1573,23,0.418
1573,284,0.385
1573,492,0.526
1573,376,0.155
1574,38,0.433
1574,278,0.296
1574,218,0.162
1574,10,0.541
1574,159,0.417
1574,161,0.543
1575,367,0.155
1575,25,0.254
1576,276,0.355
1576,41,0.136
1576,429,0.21
1576,259,0.136
1576,206,0.543
1577,449,0.507
1577,7,0.383
1577,336,0.524
1577,450,0.566
1577,275,0.556
1577,214,0.311
1577,494,0.451
1578,214,0.113
1578,288,0.468
1578,85,0.111
1579,482,0.549
1579,196,0.389
1579,134,0.259
1580,187,0.368
1580,202,0.393
1580,125,0.26
1581,69,0.234
1581,443,0.395
1581,218,0.155
1581,210,0.186
1582,122,0.531
1582,134,0.425
1582,51,0.156
1582,385,0.215
1583,352,0.476
1583,173,0.509
1583,335,0.276
1584,440,0.533
1584,397,0.205
1584,333,0.406
1584,483,0.166
1584,466,0.278
1584,15,0.234
1585,446,0.304
1585,368,0.167
1586,217,0.335
1586,258,0.478
1586,8,0.592
1586,430,0.256
1586,269,0.438
1587,34,0.485
1587,142,0.174
1588,401,0.575
1588,374,0.493
1588,91,0.184
1588,416,0.505
1588,480,0.186
1588,40,0.386
1589,156,0.594
1589,47,0.264
1589,157,0.242
1589,229,0.599
1590,446,0.274
1590,179,0.579
1590,68,0.322
1590,27,0.128
1590,25,0.136
1590,257,0.188
1591,382,0.421
1591,67,0.427
1591,485,0.241
1592,163,0.454
1592,91,0.303
1593,255,0.33
1593,180,0.298
1593,473,0.247
1593,392,0.205
1593,218,0.327
1593,72,0.486
1594,202,0.54
1594,464,0.51
1595,488,0.489
1595,299,0.35
1596,98,0.589
1596,161,0.3
1596,415,0.326
1596,300,0.479
1596,231,0.345
1596,199,0.311
1596,79,0.49
1597,253,0.47
1597,465,0.13
1597,150,0.301
1597,79,0.176
1597,117,0.408
1597,211,0.126
1597,348,0.213
1598,372,0.556
1598,466,0.484
1598,495,0.593
1598,166,0.128
1598,409,0.373
1598,13,0.15
1599,52,0.208
1599,62,0.413
1599,192,0.267
1600,401,0.312
1600,371,0.521
1601,139,0.469
1601,428,0.317
1601,212,0.316
1601,163,0.245
1602,174,0.195
1602,259,0.307
1602,355,0.543
1602,46,0.497
1602,377,0.453
1602,5,0.474
1602,31,0.281
1603,33,0.19
1603,78,0.106
1603,244,0.585
1603,189,0.319
1603,495,0.206
1603,135,0.516
1603,385,0.58
1604,103,0.556
1604,417,0.446
1604,41,0.6
1604,4,0.314
1604,58,0.281
1604,200,0.391
1604,69,0.308
1605,434,0.387
1605,76,0.215
1605,124,0.231
1606,39,0.204
1606,7,0.238
1606,270,0.404
1606,313,0.592
1607,95,0.536
1607,402,0.446
1607,323,0.455
1607,132,0.591
1607,146,0.442
1608,451,0.444
1608,29,0.182
1609,91,0.401
1609,185,0.537
1609,65,0.413
1609,69,0.281
1609,363,0.239
1609,367,0.449
1609,31,0.493
1610,421,0.434
1610,74,0.132
1610,490,0.147
1610,54,0.249
1610,456,0.43
1610,398,0.363
1610,236,0.137
1611,36,0.448
1611,373,0.209
1611,439,0.539
1611,448,0.163
1611,492,0.121
1611,63,0.348
1611,283,0.464
1612,384,0.106
1612,339,0.198
1612,454,0.567
1612,291,0.453
1612,92,0.32
1612,42,0.545
1613,23,0.551
1613,468,0.288
1613,292,0.173
1613,477,0.501
1613,442,0.302
1613,179,0.466
1613,140,0.121
1614,14,0.533
1614,279,0.465
1614,347,0.142
1615,251,0.562
1615,122,0.524
1615,250,0.275
1615,81,0.374
1615,159,0.1
1616,282,0.133
1616,289,0.107
1617,398,0.369
1617,373,0.499
1617,119,0.257
1618,421,0.59
1618,98,0.138
1618,31,0.199
1618,153,0.257
1618,369,0.267
1618,168,0.363
1619,13,0.502
1619,498,0.104
1619,289,0.451
1619,466,0.167
1619,330,0.352
1619,218,0.474
1620,176,0.515
1620,484,0.35
1620,54,0.513
1620,183,0.395
1620,45,0.324
1620,159,0.597
1621,358,0.56
1621,78,0.46
1622,20,0.354
1622,124,0.277
1623,183,0.323
1623,27,0.499
1623,37,0.216
1623,467,0.333
1623,211,0.577
1624,56,0.272
1624,253,0.426
1624,234,0.469
1624,192,0.55
1625,120,0.505
1625,414,0.148
1626,448,0.282
1626,10,0.393
1626,343,0.203
1626,245,0.175
1626,69,0.502
1627,344,0.289
1627,378,0.174
1628,192,0.183
1628,216,0.55
1629,116,0.348
1629,333,0.492
1629,345,0.377
1629,329,0.409
1629,372,0.294
1629,52,0.398
1630,271,0.58
1630,484,0.403
1630,102,0.351
1630,299,0.182
1630,267,0.231
1630,211,0.149
1630,281,0.297
1631,87,0.553
1631,392,0.49
1631,0,0.597
1632,125,0.272
1632,385,0.149
1632,453,0.143
1632,425,0.151
1632,26,0.439
1632,40,0.187
1632,27,0.325
1633,489,0.394
1633,447,0.139
1633,62,0.525
1633,366,0.259
1633,233,0.172
1633,102,0.119
1634,15,0.38
1634,13,0.198
1635,97,0.292
1635,5,0.545
1635,218,0.218
1635,141,0.247
1635,140,0.562
1635,26,0.107
1635,118,0.473
1636,124,0.49
1636,412,0.221
1637,302,0.168
1637,189,0.236
1637,270,0.335
1637,140,0.21
1637,79,0.249
1637,36,0.398
1638,393,0.171
1638,51,0.509
1638,313,0.558
1638,340,0.534
1639,3,0.523
1639,352,0.472
1639,398,0.52
1639,24,0.461
1639,4,0.525
1639,295,0.402
1639,270,0.168
1640,317,0.254
1640,481,0.136
1640,10,0.487
1641,1,0.381
1641,168,0.122
1641,105,0.105
1641,481,0.135
1642,461,0.519
1642,7,0.318
1642,263,0.484
1643,148,0.236
1643,104,0.448
1643,374,0.528
1644,195,0.197
1644,465,0.573
1645,278,0.365
1645,161,0.415
1645,341,0.371
1645,200,0.471
1645,5,0.263
1645,157,0.502
1646,128,0.216
1646,267,0.106
1646,225,0.272
1647,313,0.303
1647,319,0.301
1647,314,0.565
1647,335,0.373
1647,451,0.415
1647,171,0.101
1647,92,0.249
1648,376,0.528
1648,148,0.524
1649,280,0.592
1649,382,0.539
1649,31,0.365
1649,326,0.356
1650,19,0.116
1650,424,0.507
1650,112,0.571
1650,436,0.558
1650,117,0.273
1650,334,0.266
1651,409,0.481
1651,299,0.589
1651,480,0.399
1651,315,0.209
1651,94,0.296
1651,58,0.261
1652,243,0.539
1652,465,0.545
1652,439,0.3
1653,388,0.208
1653,283,0.213
1653,110,0.548
1653,123,0.468
1653,401,0.157
1654,300,0.113
1654,325,0.582
1654,285,0.358
1654,344,0.142
1655,125,0.406
1655,442,0.497
1655,131,0.241
1655,487,0.325
1655,133,0.289
1656,74,0.54
1656,110,0.158
1656,437,0.132
1657,375,0.416
1657,296,0.294
1658,27,0.31
1658,252,0.404
1658,220,0.146
1658,155,0.149
1659,496,0.509
1659,268,0.45
1659,199,0.17
1659,459,0.557
1659,426,0.116
1660,121,0.479
1660,176,0.234
1660,241,0.449
1660,239,0.233
1660,28,0.561
1661,344,0.544
1661,466,0.464
1661,396,0.54
1661,195,0.121
1661,89,0.466
1661,327,0.354
1661,489,0.498
1662,439,0.174
1662,484,0.287
1662,415,0.388
1662,490,0.155
1662,318,0.48
1662,335,0.262
1662,105,0.231
1663,178,0.14
1663,335,0.115
1663,252,0.224
1664,480,0.375
1664,167,0.226
1664,415,0.471
1664,121,0.495
1664,156,0.149
1665,496,0.4
1665,33,0.253
1665,289,0.585
1666,258,0.524
1666,47,0.456
1666,202,0.416
1666,11,0.498
1667,276,0.274
1667,413,0.205
1667,70,0.127
1668,108,0.511
1668,467,0.229
1668,181,0.472
1668,113,0.388
1668,312,0.465
1669,12,0.412
1669,200,0.577
1669,271,0.392
1670,244,0.206
1670,21,0.597
1670,351,0.551
1671,395,0.224
1671,150,0.527
1671,385,0.565
1671,235,0.448
1672,328,0.289
1672,60,0.224
1672,253,0.321
1672,43,0.246
1672,102,0.456
1672,162,0.273
1672,4,0.452
1673,184,0.266
1673,452,0.182
1673,171,0.177
1673,224,0.36
1673,495,0.156
1673,237,0.114
1673,97,0.173
1674,279,0.452
1674,419,0.468
1674,185,0.471
1674,55,0.233
1675,330,0.523
1675,475,0.157
1675,439,0.353
1675,455,0.555
1675,323,0.121
1676,55,0.146
1676,234,0.434
1676,470,0.394
1676,478,0.538
1676,496,0.352
1676,106,0.592
1676,56,0.417
1677,0,0.323
1677,191,0.25
1677,411,0.475
1677,455,0.131
1677,47,0.422
1678,478,0.353
1678,241,0.469
1678,142,0.224
1678,197,0.187
1679,387,0.175
1679,44,0.593
1679,288,0.597
1680,100,0.149
1680,89,0.556
1680,313,0.324
1680,271,0.303
1680,215,0.447
1681,242,0.391
1681,498,0.292
1681,87,0.484
1681,63,0.44
1681,33,0.452
1681,258,0.344
1681,177,0.351
1682,423,0.241
1682,303,0.452
1683,347,0.4
1683,155,0.403
1683,436,0.432
1684,335,0.114
1684,183,0.148
1684,245,0.564
1684,458,0.192
1684,154,0.291
1685,237,0.359
1685,83,0.573
1685,178,0.219
1686,135,0.295
1686,390,0.541
1687,439,0.56
1687,197,0.278
1687,247,0.431
1687,242,0.117
1687,320,0.421
1687,417,0.381
1687,207,0.114
1688,167,0.483
1688,397,0.263
1688,315,0.141
1689,263,0.472
1689,296,0.172
1689,171,0.533
1689,460,0.189
1689,172,0.411
1689,119,0.561
1690,75,0.344
1690,174,0.25
1690,103,0.569
1690,122,0.179
1691,132,0.187
1691,451,0.221
1691,195,0.403
1691,307,0.577
1691,336,0.323
1691,223,0.346
1692,416,0.492
1692,317,0.362
1692,27,0.578
1692,96,0.582
1692,481,0.314
1693,111,0.149
1693,456,0.157
1693,76,0.481
1693,390,0.464
1693,294,0.398
1694,311,0.309
1694,355,0.342
1694,48,0.349
1694,412,0.41
1694,323,0.13
1694,451,0.551
1694,268,0.492
1695,25,0.121
1695,234,0.153
1696,278,0.177
1696,159,0.149
1696,198,0.559
1697,189,0.115
1697,53,0.527
1697,443,0.368
1697,287,0.594
1698,192,0.437
1698,119,0.397
1698,325,0.301
1699,438,0.463
1699,160,0.513
1699,312,0.214
1699,88,0.379
1699,19,0.151
1699,200,0.513
1700,347,0.22
1700,40,0.134
1700,209,0.579
1700,250,0.367
1700,244,0.374
1701,122,0.287
1701,429,0.219
1701,335,0.597
1701,144,0.232
1702,493,0.371
1702,97,0.206
1703,370,0.388
1703,14,0.135
1703,4,0.562
1704,140,0.281
1704,314,0.285
1704,361,0.325
1704,148,0.555
1704,363,0.518
1704,198,0.41
1704,325,0.236
1705,221,0.362
1705,131,0.185
1705,375,0.339
1705,144,0.476
1705,490,0.59
1706,69,0.566
1706,37,0.391
1706,123,0.167
1706,302,0.359
1706,147,0.269
1706,29,0.311
1707,222,0.319
1707,480,0.144
1707,180,0.189
1707,78,0.122
1707,464,0.511
1708,27,0.379
1708,352,0.575
1708,459,0.471
1709,245,0.124
1709,363,0.552
1709,277,0.212
1709,378,0.352
1709,226,0.356
1710,252,0.311
1710,409,0.464
1710,364,0.328
1711,241,0.259
1711,389,0.6
1711,155,0.15
1711,223,0.269
1712,107,0.351
1712,295,0.15
1712,441,0.216
1713,453,0.287
1713,143,0.114
1713,450,0.293
1713,87,0.376
1713,221,0.215
1714,37,0.579
1714,36,0.56
1714,53,0.382
1714,131,0.493
1715,340,0.147
1715,294,0.305
1715,320,0.545
1716,419,0.119
1716,363,0.384
1716,22,0.463
1716,354,0.156
1716,383,0.294
1716,356,0.247
1716,280,0.491
1717,478,0.311
1717,373,0.485
1717,432,0.354
1717,348,0.279
1718,130,0.483
1718,309,0.291
1719,151,0.353
1719,288,0.587
1719,484,0.591
1719,322,0.528
1720,168,0.526
1720,57,0.597
1720,239,0.47
1720,382,0.239
1720,419,0.424
1720,263,0.459
1721,1,0.564
1721,200,0.378
1721,126,0.217
1721,316,0.2
1721,280,0.448
1721,130,0.267
1722,47,0.469
1722,418,0.359
1723,266,0.279
1723,464,0.19
1723,167,0.581
1723,116,0.584
1723,324,0.159
1723,365,0.518
1724,69,0.383
1724,162,0.15
1724,261,0.251
1724,291,0.299
1724,105,0.398
1724,259,0.108
1724,256,0.47
1725,149,0.374
1725,217,0.245
1725,259,0.107
1725,479,0.504
1726,389,0.315
1726,294,0.557
1726,51,0.134
1727,409,0.186
1727,45,0.257
1727,354,0.19
1728,153,0.212
1728,416,0.249
1728,356,0.249
1728,241,0.464
1728,155,0.238
1729,493,0.566
1729,37,0.35
1729,26,0.475
1729,455,0.346
1729,140,0.387
1729,28,0.3
1730,468,0.445
1730,192,0.316
1730,33,0.511
1731,421,0.474
1731,87,0.573
1731,113,0.456
1731,295,0.476
1731,461,0.594
1732,179,0.232
1732,77,0.309
1732,295,0.296
1732,282,0.397
1732,385,0.239
1732,228,0.48
1732,243,0.238
1733,183,0.292
1733,197,0.336
1733,438,0.542
1733,497,0.456
1734,457,0.108
1734,18,0.592
1734,37,0.505
1734,280,0.571
1734,220,0.432
1735,274,0.48
1735,145,0.19
1735,314,0.429
1735,305,0.348
1735,149,0.258
1735,41,0.362
1736,38,0.386
1736,323,0.37
1736,464,0.549
1736,415,0.393
1737,286,0.459
1737,252,0.191
1737,2,0.257
1738,427,0.568
1738,115,0.333
1738,257,0.358
1738,211,0.578
1738,74,0.195
1738,139,0.367
1738,188,0.375
1739,34,0.463
1739,35,0.305
1739,426,0.238
1739,327,0.117
1740,197,0.376
1740,123,0.414
1740,428,0.367
1741,91,0.415
1741,169,0.147
1741,103,0.585
1741,105,0.38
1741,448,0.28
1742,441,0.519
1742,52,0.569
1742,367,0.523
1742,155,0.537
1743,55,0.378
1743,122,0.22
1743,370,0.158
1743,1,0.473
1743,262,0.541
1744,432,0.306
1744,77,0.546
1744,456,0.595
1744,124,0.352
1745,275,0.174
1745,124,0.414
1745,37,0.13
1746,106,0.481
1746,484,0.168
1746,324,0.575
1747,260,0.294
1747,211,0.241
1747,495,0.377
1748,23,0.156
1748,214,0.365
1748,281,0.551
1748,374,0.194
1748,323,0.246
1748,230,0.2
1749,418,0.299
1749,488,0.303
1749,209,0.293
1749,327,0.221
1750,187,0.388
1750,190,0.459
1750,61,0.475
1750,410,0.263
1750,289,0.526
1751,97,0.483
1751,388,0.59
1751,492,0.38
1751,141,0.124
1752,146,0.446
1752,143,0.577
1752,206,0.597
1752,327,0.169
1752,477,0.123
1753,448,0.312
1753,350,0.486
1754,138,0.546
1754,439,0.107
1754,273,0.48
1754,204,0.543
1754,442,0.591
1755,343,0.472
1755,378,0.317
1755,406,0.322
1755,206,0.281
1755,264,0.167
1755,470,0.193
1756,331,0.158
1756,217,0.33
1756,431,0.169
1757,156,0.382
1757,441,0.111
1757,367,0.398
1757,371,0.123
1757,482,0.375
1758,70,0.432
1758,344,0.554
1758,291,0.446
1759,329,0.169
1759,93,0.316
1759,304,0.508
1759,74,0.455
1760,12,0.507
1760,391,0.357
1760,20,0.566
1760,224,0.199
1761,302,0.563
1761,282,0.27
1762,93,0.416
1762,398,0.181
1762,496,0.191
1763,429,0.13
1763,156,0.327
1763,255,0.196
1763,196,0.337
1763,456,0.308
1764,4,0.455
1764,449,0.543
1764,146,0.189
1764,33,0.32
1764,153,0.28
1764,159,0.359
1765,300,0.158
1765,382,0.572
1765,320,0.323
1765,84,0.223
1765,103,0.554
1765,38,0.123
1766,283,0.421
1766,444,0.553
1766,370,0.104
1766,13,0.246
1766,227,0.146
1767,422,0.313
1767,105,0.254
1768,440,0.342
1768,19,0.224
1768,411,0.123
1769,415,0.575
1769,431,0.538
1769,362,0.265
1769,154,0.541
1770,466,0.54
1770,95,0.157
1770,184,0.358
1770,401,0.415
1770,354,0.439
1770,188,0.556
1771,195,0.211
1771,179,0.238
1771,203,0.363
1772,385,0.374
1772,343,0.139
1772,197,0.476
1773,285,0.583
1773,342,0.224
1773,247,0.354
1773,384,0.466
1774,378,0.429
1774,164,0.585
1774,176,0.115
1774,126,0.156
1774,168,0.531
1775,332,0.148
1775,270,0.119
1775,69,0.466
1776,417,0.492
1776,318,0.457
1776,69,0.107
1776,380,0.491
1777,67,0.595
1777,17,0.322
1777,123,0.259
1777,193,0.161
1777,384,0.227
1777,386,0.483
1777,183,0.319
1778,308,0.219
1778,335,0.272
1778,235,0.196
1778,181,0.569
1779,185,0.363
1779,271,0.431
1779,65,0.441
1780,27,0.403
1780,112,0.221
1780,330,0.448
1780,395,0.589
1780,286,0.57
1780,489,0.549
1781,499,0.346
1781,212,0.277
1781,197,0.538
1781,304,0.582
1781,64,0.558
1781,137,0.164
1781,22,0.176
1782,185,0.478
1782,71,0.443
1782,251,0.379
1782,426,0.305
1782,268,0.238
1782,464,0.335
1782,141,0.35
1783,412,0.313
1783,460,0.565
1783,486,0.48
1783,69,0.257
1783,264,0.468
1783,470,0.467
1784,403,0.423
1784,61,0.399
1784,108,0.157
1784,85,0.231
1784,254,0.487
1784,423,0.156
1784,113,0.181
1785,125,0.268
1785,80,0.591
1785,156,0.126
1785,484,0.328
1785,38,0.355
1786,33,0.561
1786,441,0.552
1786,125,0.146
1786,430,0.469
1786,267,0.299
1786,118,0.106
1786,347,0.225
1787,199,0.222
1787,401,0.555
1787,164,0.103
1787,195,0.39
1787,227,0.547
1787,337,0.341
1788,392,0.329
1788,71,0.113
1788,395,0.556
1788,418,0.292
1788,138,0.483
1789,273,0.114
1789,367,0.269
1789,346,0.462
1789,441,0.524
1789,219,0.426
1789,378,0.274
1789,144,0.411
1790,214,0.261
1790,495,0.174
1790,78,0.386
1790,383,0.217
1790,251,0.121
1790,131,0.141
1790,226,0.513
1791,245,0.127
1791,134,0.395
1791,132,0.107
1791,55,0.136
1791,493,0.39
1791,297,0.117
1792,499,0.364
1792,308,0.329
1792,491,0.226
1792,225,0.254
1792,268,0.577
1792,10,0.185
1792,16,0.394
1793,460,0.384
1793,373,0.184
1793,269,0.17
1793,173,0.403
1793,347,0.422
1793,392,0.47
1793,218,0.112
1794,412,0.458
1794,221,0.274
1795,81,0.286
1795,140,0.156
1795,457,0.473
1795,442,0.451
1796,452,0.548
1796,202,0.17
1796,492,0.334
1797,27,0.372
1797,420,0.579
1797,260,0.163
1797,128,0.298
1797,175,0.143
1798,176,0.446
1798,27,0.506
1799,13,0.337
1799,86,0.595
1799,438,0.418
1799,234,0.398
1799,217,0.117
1799,475,0.545
1800,410,0.408
1800,498,0.134
1800,286,0.236
1800,385,0.303
1800,118,0.159
1801,353,0.385
1801,125,0.305
1801,156,0.575
1801,51,0.163
1801,250,0.589
1802,320,0.593
1802,386,0.224
1802,14,0.419
1802,421,0.512
1803,384,0.172
1803,309,0.594
1803,57,0.421
1803,436,0.252
1804,459,0.324
1804,189,0.526
1804,297,0.158
1804,293,0.573
1804,372,0.261
1804,43,0.581
1804,59,0.214
1805,100,0.18
1805,110,0.458
1805,138,0.327
1805,257,0.35
1805,408,0.51
1805,204,0.184
1805,122,0.6
1806,78,0.298
1806,21,0.173
1806,105,0.219
1807,452,0.55
1807,161,0.366
1807,197,0.511
1808,29,0.378
1808,385,0.449
1808,84,0.452
1808,64,0.415
1808,155,0.555
1808,468,0.218
1809,315,0.195
1809,272,0.2
1809,183,0.432
1810,392,0.525
1810,357,0.344
1810,411,0.203
1810,54,0.558
1810,354,0.16
1810,136,0.117
1810,390,0.482
1811,148,0.404
1811,228,0.473
1811,77,0.387
1811,121,0.514
1811,5,0.397
1811,187,0.29
1811,215,0.337
1812,375,0.454
1812,213,0.24
1813,298,0.241
1813,62,0.52
1813,45,0.341
1813,369,0.482
1813,29,0.432
1813,459,0.501
1813,313,0.313
1814,447,0.419
1814,335,0.486
1814,209,0.439
1814,196,0.525
1814,94,0.137
1815,138,0.299
1815,107,0.159
1815,167,0.431
1815,180,0.203
1816,120,0.118
1816,251,0.431
1816,43,0.575
1816,403,0.517
1816,230,0.489
1817,191,0.48
1817,343,0.196
1817,429,0.562
1817,341,0.348
1817,437,0.186
1817,494,0.416
1818,70,0.199
1818,104,0.462
1818,262,0.173
1818,45,0.453
1819,85,0.416
1819,413,0.101
1819,341,0.141
1819,22,0.323
1819,461,0.533
1819,188,0.423
1819,376,0.124
1820,121,0.118
1820,167,0.18
1820,281,0.35
1820,125,0.277
1820,436,0.355
1820,488,0.374
1821,119,0.23
1821,303,0.369
1821,349,0.522
1821,29,0.393
1821,313,0.384
1821,291,0.435
1821,12,0.142
1822,488,0.255
1822,247,0.158
1822,25,0.153
1822,113,0.193
1822,126,0.158
1822,169,0.485
1823,3,0.363
1823,82,0.15
1823,263,0.125
1823,40,0.31
1823,253,0.112
1823,8,0.19
1823,168,0.424
1824,328,0.557
1824,30,0.236
1824,356,0.447
1825,170,0.139
1825,241,0.304
1825,238,0.567
1825,135,0.358
1825,16,0.341
1826,143,0.477
1826,452,0.317
1827,107,0.57
1827,93,0.11
1827,472,0.354
1828,307,0.301
1828,448,0.505
1828,260,0.227
1828,296,0.544
1828,232,0.271
1828,464,0.523
1829,233,0.386
1829,39,0.233
1830,22,0.283
1830,243,0.594
1831,268,0.316
1831,292,0.405
1831,359,0.103
1831,411,0.338
1831,241,0.497
1832,310,0.558
1832,424,0.262
1832,180,0.221
1832,290,0.231
1833,162,0.423
1833,282,0.13
1833,77,0.281
1834,145,0.558
1834,323,0.543
1834,479,0.455
1834,202,0.325
1834,308,0.493
1835,239,0.463
1835,129,0.153
1836,461,0.567
1836,236,0.434
1837,226,0.407
1837,315,0.573
1838,348,0.187
1838,272,0.42
1838,180,0.109
1838,166,0.472
1838,40,0.592
1839,133,0.163
1839,406,0.195
1839,411,0.107
1839,331,0.547
1839,466,0.103
1840,331,0.225
1840,66,0.547
1841,469,0.308
1841,377,0.455
1841,136,0.423
1841,366,0.14
1841,36,0.536
1841,370,0.157
1842,464,0.5
1842,400,0.305
1842,37,0.122
1842,319,0.357
1842,499,0.11
1843,176,0.367
1843,78,0.361
1844,466,0.104
1844,316,0.327
1845,155,0.337
1845,491,0.417
1845,329,0.223
1845,75,0.113
1846,18,0.155
1846,357,0.255
1846,462,0.481
1846,404,0.169
1846,499,0.163
1846,66,0.577
1847,162,0.317
1847,67,0.228
1847,448,0.111
1847,498,0.446
1848,144,0.442
1848,78,0.491
1848,267,0.246
1848,265,0.178
1848,142,0.242
1849,220,0.267
1849,346,0.18
